 DEBUG | ast_to_json:main:line71 - Loading plugins: ['pass_plugins.builtin']
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'arguments', 'fields': ['posonlyargs', 'args', 'vararg', 'kwonlyargs', 'kw_defaults', 'kwarg', 'defaults']}
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'arg', 'fields': ['arg', 'annotation', 'type_comment']}
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'Return', 'fields': ['value']}
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'BinOp', 'fields': ['left', 'op', 'right']}
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'Name', 'fields': ['id', 'ctx']}
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'Load', 'fields': []}
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'Add', 'fields': []}
 INFO | ast_to_json:tnode_to_jsonable:line29 - Converting TNode to JSON-serializable dict for node: None
 DEBUG | ast_to_json:tnode_to_jsonable:line37 - Node None py_node summary: {'type': 'Constant', 'fields': ['value', 'kind']}
 DEBUG | ast_to_json:main:line86 - Processed 65 nodes from file: /home/kenai/projects/NFASRPR_TRANS/exemplos/exemplo_curto.py
 DEBUG | ast_to_json:iter_py_files:line56 - Yielding file: /home/kenai/projects/NFASRPR_TRANS/exemplos/exemplo_curto.py
